"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5i","5ii","5iii","5iv","5v","5vi","5vii","5viii","7i","7ii","8i","10i","10ii","10iii","11i","11ii","12i","12ia","12ib","12iv","13i","13ii","14i","16i","21i","25i","27i","29i"
"India","Syria","Original","2008","2009","In Force","0.52","0.34","0.95","0.25","0.56","9","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","5","10","10","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","PPT"
"India","Taiwan","Original","2011","2012","In Force","0.54","0.53","0.58","0.5","0.56","9","YES","6","YES","YES","NO","YES","YES","NO","YES","NO","12.5","","12.5","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Tajikistan","Amended by protocol","2016","2018","In Force","0.3","0.34","0.31","0.25","0.24","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","YES","LOB-PPT"
"India","Tanzania","Original","2011","2012","In Force","0.64","0.34","0.95","0.63","0.74","9","YES","6","NO","NO","YES","YES","YES","NO","YES","YES","5","25","10","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","YES","LOB-PPT"
"India","Thailand","Original","2015","2016","In Force","0.66","0.38","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","NO","NO","YES","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Trinidad and Tobago","Original","1999","2000","In Force","0.53","0.5","0.58","0.5","0.56","9","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"India","Turkey","Original","1995","1994","In Force","0.65","0.72","0.59","0.63","0.65","6","YES","NO","NO","NO","YES","NO","NO","YES","NO","NO","15","","15","15","10","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Turkmenistan","Original","1997","1998","In Force","0.61","0.5","0.84","0.5","0.71","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"India","Uganda","Original","2004","2005","In Force","0.53","0.5","0.72","0.38","0.59","6","YES","NO","YES","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","NA"
"India","Ukraine","Amended by MLI","2018","2019","In Force","0.58","0.53","0.72","0.5","0.65","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","10","25","15","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","United Arab Emirates","Amended by MLI","2018","2019","In Force","0.31","0.36","0.45","0.13","0.26","9","YES","9","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","12.5","5","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"India","United Kingdom","Amended by MLI","2017","2019","In Force","0.63","0.66","0.84","0.38","0.65","6","YES","3","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","15","10","15","15","15","15","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","United States","Original","1989","1991","In Force","0.74","0.6","0.85","0.75","0.82","4","YES","3","NO","NO","YES","NO","YES","YES","YES","NO","15","10","25","15","10","","","10","15","YES","YES","YES","NO","YES","NO","NO","LOB"
"India","Uruguay","Amended by MLI","2017","2020","In Force","0.64","0.44","0.97","0.5","0.76","6","YES","3","NO","NO","YES","YES","YES","NO","NO","NO","5","","5","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","LOB-PPT"
"India","Uzbekistan","Amended by protocol","2011","2013","In Force","0.44","0.5","0.31","0.5","0.41","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","Vietnam","Amended by protocol","2016","2018","In Force","0.57","0.5","0.72","0.5","0.65","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"India","Zambia","Original","1981","1978","In Force","0.59","0.5","0.83","0.43","0.66","9","YES","NO","NO","NO","YES","YES","YES","YES","NO","","5","25","15","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Mongolia","Original","1996","null","In Force","0.57","0.38","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Papua New Guinea","Original","2010","2015","In Force","0.64","0.56","0.85","0.5","0.71","4","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","15","","15","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Philippines","Original","1993","1995","In Force","0.78","0.59","0.98","0.75","0.82","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","25","20","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","Sri Lanka","Original","1993","1995","In Force","0.75","0.56","0.98","0.71","0.81","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","NO","NO","YES","YES","","NO","NO","NA"
"Indonesia","Sudan","Original","1998","null","In Force","0.59","0.44","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Vietnam","Original","1997","2000","In Force","0.76","0.56","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Norway","Original","1988","1991","In Force","0.68","0.46","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","10","10","10","15","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Indonesia","Italy","Original","1990","1996","In Force","0.6","0.45","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","25","15","10","10","15","15","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Tunisia","Original","1992","1994","In Force","0.68","0.68","0.86","0.5","0.71","3","YES","3","NO","NO","YES","YES","NO","YES","YES","NO","12","","12","12","12","15","15","15","15","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Taiwan","Original","1995","1996","In Force","0.45","0.38","0.72","0.25","0.47","6","YES","4","NO","NO","YES","NO","NO","YES","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Spain","Original","1995","2000","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","3","NO","YES","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Ukraine","Original","1996","1999","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","10","20","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Romania","Original","1996","2000","In Force","0.7","0.49","0.97","0.63","0.76","6","YES","4","NO","NO","YES","YES","YES","YES","YES","YES","12.5","25","15","12.5","12.5","12.5","15","12.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Uzbekistan","Original","1996","1999","In Force","0.57","0.38","0.84","0.5","0.65","6","YES","3","NO","NO","NO","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Jordan","Original","1996","1999","In Force","0.69","0.38","0.97","0.71","0.81","6","YES","1","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Turkey","Original","1997","2001","In Force","0.5","0.41","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Venezuela","Original","1997","2001","In Force","0.75","0.66","0.84","0.75","0.82","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","10","15","10","10","20","20","20","10","YES","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Kuwait","Original","1997","1998","In Force","0.6","0.44","0.98","0.38","0.65","3","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","5","5","20","20","20","0","NO","NO","YES","NO","NO","NO","","NA"
"Indonesia","Syria","Original","1997","1999","In Force","0.52","0.48","0.84","0.25","0.53","6","YES","6","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","10","10","20","15","20","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","South Africa","Original","1997","1999","In Force","0.46","0.41","0.59","0.38","0.47","6","YES","4","NO","NO","NO","NO","NO","YES","NO","NO","10","10","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Seychelles","Original","1999","2001","In Force","0.49","0.38","0.84","0.25","0.53","6","YES","3","NO","NO","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Thailand","Original","2001","2004","In Force","0.74","0.63","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","20","","20","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","North Korea","Original","2002","2005","In Force","0.54","0.38","0.81","0.43","0.56","12","YES","6","NO","NO","NO","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","","NO","NO","NA"
"Indonesia","Suriname","Original","2003","2014","In Force","0.64","0.56","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Indonesia","Tajikistan","Original","2003","2020","In Force","0.61","0.38","0.97","0.5","0.71","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Iran","Original","2004","2011","In Force","0.53","0.36","0.72","0.5","0.59","6","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","7","","7","10","10","12","12","12","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Morocco","Original","2008","2013","In Force","0.64","0.38","0.97","0.57","0.75","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","","NO","NO","NA"
"Indonesia","Laos","Original","2011","2017","In Force","0.67","0.41","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","United States","Amended by protocol","1996","1997","In Force","0.61","0.41","0.85","0.57","0.69","4","YES","4","NO","NO","YES","YES","NO","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","","YES","NO","YES","NA"
"Indonesia","Switzerland","Amended by protocol","2007","2009","In Force","0.53","0.47","0.84","0.29","0.63","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","YES","10","25","15","10","10","10","10","10","5","NO","NO","YES","NO","","NO","NO","NA"
"Indonesia","Mexico","Amended by protocol","2013","2019","In Force","0.7","0.38","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","YES","NO","NA"
"Indonesia","Japan","Amended by MLI","2017","2020","In Force","0.54","0.41","0.97","0.25","0.59","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Luxembourg","Amended by MLI","2017","2020","In Force","0.64","0.56","0.85","0.5","0.71","5","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","12.5","12.5","12.5","10","NO","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Malaysia","Amended by MLI","2018","2021","In Force","0.64","0.56","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","NO","NO","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Netherlands","Amended by MLI","2017","2020","In Force","0.65","0.34","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","5","25","15","10","5","10","10","10","0","YES","YES","YES","NO","NO","NO","YES","PPT"
"Indonesia","New Zealand","Amended by MLI","2017","2020","In Force","0.61","0.5","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","YES","NO","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Singapore","Amended by MLI","2017","2020","In Force","0.65","0.47","0.97","0.5","0.73","6","YES","3","NO","NO","YES","YES","YES","NO","NO","YES","10","25","15","10","10","15","15","15","0","","","YES","NO","YES","NO","NO","PPT"
"Indonesia","South Korea","Amended by MLI","2017","2020","In Force","0.6","0.47","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","United Kingdom","Amended by MLI","2017","2020","In Force","0.52","0.45","0.97","0.14","0.56","6","YES","3","NO","NO","YES","YES","YES","NO","NO","NO","10","15","15","10","10","15","15","10","0","NO","NO","YES","NO","","NO","NO","PPT"
"Indonesia","United Arab Emirates","Amended by MLI","2018","2020","In Force","0.45","0.25","0.84","0.25","0.53","6","YES","6","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Poland","Amended by MLI","2017","2020","In Force","0.69","0.47","0.97","0.63","0.76","6","YES","4","NO","NO","YES","YES","YES","YES","YES","NO","10","20","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Qatar","Amended by MLI","2018","2020","In Force","0.64","0.31","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","NO","YES","10","","10","10","10","5","5","5","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Slovakia","Amended by MLI","2017","2020","In Force","0.55","0.44","0.84","0.38","0.59","6","YES","3","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Pakistan","Amended by MLI","2017","2021","In Force","0.78","0.72","0.86","0.75","0.82","3","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","15","15","15","15","15","15","YES","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Portugal","Amended by MLI","2017","2020","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Russia","Amended by MLI","2017","2020","In Force","0.77","0.56","0.98","0.75","0.82","3","YES","0","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Serbia","Amended by MLI","2017","2020","In Force","0.61","0.5","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Sweden","Amended by MLI","2017","2020","In Force","0.68","0.45","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","15","15","10","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Iran","Original","2004","2011","In Force","0.53","0.36","0.72","0.5","0.59","6","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","7","","7","10","10","12","12","12","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Italy","Original","1990","1996","In Force","0.6","0.45","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","25","15","10","10","15","15","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Japan","Amended by MLI","2017","2020","In Force","0.54","0.41","0.97","0.25","0.59","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Jordan","Original","1996","1999","In Force","0.69","0.38","0.97","0.71","0.81","6","YES","1","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","North Korea","Original","2002","2005","In Force","0.54","0.38","0.81","0.43","0.56","12","YES","6","NO","NO","NO","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","","NO","NO","NA"
"Indonesia","South Korea","Amended by MLI","2017","2020","In Force","0.6","0.47","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Kuwait","Original","1997","1998","In Force","0.6","0.44","0.98","0.38","0.65","3","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","5","5","20","20","20","0","NO","NO","YES","NO","NO","NO","","NA"
"Indonesia","Laos","Original","2011","2017","In Force","0.67","0.41","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","Luxembourg","Amended by MLI","2017","2020","In Force","0.64","0.56","0.85","0.5","0.71","5","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","12.5","12.5","12.5","10","NO","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Malaysia","Amended by MLI","2018","2021","In Force","0.64","0.56","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","NO","NO","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Mexico","Amended by protocol","2013","2019","In Force","0.7","0.38","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","YES","NO","NA"
"Indonesia","Mongolia","Original","1996","null","In Force","0.57","0.38","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Morocco","Original","2008","2013","In Force","0.64","0.38","0.97","0.57","0.75","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","","NO","NO","NA"
"Indonesia","Netherlands","Amended by MLI","2017","2020","In Force","0.65","0.34","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","5","25","15","10","5","10","10","10","0","YES","YES","YES","NO","NO","NO","YES","PPT"
"Indonesia","New Zealand","Amended by MLI","2017","2020","In Force","0.61","0.5","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","YES","NO","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Norway","Original","1988","1991","In Force","0.68","0.46","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","10","10","10","15","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Indonesia","Pakistan","Amended by MLI","2017","2021","In Force","0.78","0.72","0.86","0.75","0.82","3","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","15","15","15","15","15","15","YES","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Papua New Guinea","Original","2010","2015","In Force","0.64","0.56","0.85","0.5","0.71","4","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","15","","15","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Philippines","Original","1993","1995","In Force","0.78","0.59","0.98","0.75","0.82","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","25","20","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","Poland","Amended by MLI","2017","2020","In Force","0.69","0.47","0.97","0.63","0.76","6","YES","4","NO","NO","YES","YES","YES","YES","YES","NO","10","20","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Portugal","Amended by MLI","2017","2020","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Qatar","Amended by MLI","2018","2020","In Force","0.64","0.31","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","NO","YES","10","","10","10","10","5","5","5","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Romania","Original","1996","2000","In Force","0.7","0.49","0.97","0.63","0.76","6","YES","4","NO","NO","YES","YES","YES","YES","YES","YES","12.5","25","15","12.5","12.5","12.5","15","12.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Russia","Amended by MLI","2017","2020","In Force","0.77","0.56","0.98","0.75","0.82","3","YES","0","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Serbia","Amended by MLI","2017","2020","In Force","0.61","0.5","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Seychelles","Original","1999","2001","In Force","0.49","0.38","0.84","0.25","0.53","6","YES","3","NO","NO","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Singapore","Amended by MLI","2017","2020","In Force","0.65","0.47","0.97","0.5","0.73","6","YES","3","NO","NO","YES","YES","YES","NO","NO","YES","10","25","15","10","10","15","15","15","0","","","YES","NO","YES","NO","NO","PPT"
"Indonesia","Slovakia","Amended by MLI","2017","2020","In Force","0.55","0.44","0.84","0.38","0.59","6","YES","3","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","South Africa","Original","1997","1999","In Force","0.46","0.41","0.59","0.38","0.47","6","YES","4","NO","NO","NO","NO","NO","YES","NO","NO","10","10","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Spain","Original","1995","2000","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","3","NO","YES","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Sri Lanka","Original","1993","1995","In Force","0.75","0.56","0.98","0.71","0.81","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","NO","NO","YES","YES","","NO","NO","NA"
"Indonesia","Sudan","Original","1998","null","In Force","0.59","0.44","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Suriname","Original","2003","2014","In Force","0.64","0.56","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Indonesia","Sweden","Amended by MLI","2017","2020","In Force","0.68","0.45","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","15","15","10","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Switzerland","Amended by protocol","2007","2009","In Force","0.53","0.47","0.84","0.29","0.63","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","YES","10","25","15","10","10","10","10","10","5","NO","NO","YES","NO","","NO","NO","NA"
"Indonesia","Syria","Original","1997","1999","In Force","0.52","0.48","0.84","0.25","0.53","6","YES","6","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","10","10","20","15","20","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Taiwan","Original","1995","1996","In Force","0.45","0.38","0.72","0.25","0.47","6","YES","4","NO","NO","YES","NO","NO","YES","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Tajikistan","Original","2003","2020","In Force","0.61","0.38","0.97","0.5","0.71","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Thailand","Original","2001","2004","In Force","0.74","0.63","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","20","","20","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Tunisia","Original","1992","1994","In Force","0.68","0.68","0.86","0.5","0.71","3","YES","3","NO","NO","YES","YES","NO","YES","YES","NO","12","","12","12","12","15","15","15","15","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Turkey","Original","1997","2001","In Force","0.5","0.41","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Ukraine","Original","1996","1999","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","10","20","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","United Arab Emirates","Amended by MLI","2018","2020","In Force","0.45","0.25","0.84","0.25","0.53","6","YES","6","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","United Kingdom","Amended by MLI","2017","2020","In Force","0.52","0.45","0.97","0.14","0.56","6","YES","3","NO","NO","YES","YES","YES","NO","NO","NO","10","15","15","10","10","15","15","10","0","NO","NO","YES","NO","","NO","NO","PPT"
"Indonesia","United States","Amended by protocol","1996","1997","In Force","0.61","0.41","0.85","0.57","0.69","4","YES","4","NO","NO","YES","YES","NO","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","","YES","NO","YES","NA"
"Indonesia","Uzbekistan","Original","1996","1999","In Force","0.57","0.38","0.84","0.5","0.65","6","YES","3","NO","NO","NO","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Venezuela","Original","1997","2001","In Force","0.75","0.66","0.84","0.75","0.82","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","10","15","10","10","20","20","20","10","YES","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Vietnam","Original","1997","2000","In Force","0.76","0.56","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Iran","Kenya","Original","2012","2018","In Force","0.5","0.31","0.81","0.38","0.53","12","YES","6","NO","NO","YES","NO","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","YES","NO","NO","NO","NA"
